gene,gene_name,zscore,effect_size,pvalue,var_g,pred_perf_r2,pred_perf_pval,pred_perf_qval,n_snps_used,n_snps_in_cov,n_snps_in_model
ENSG00000108861.8,DUSP3,1.1736572980880737,NA,0.24053232075130948,1.130287213664803e-05,NA,NA,NA,1,1,1
ENSG00000232098.3,CTD-2619J13.14,1.1735867120021053,NA,0.2405606061969644,0.06117278082049663,NA,NA,NA,2,2,2
ENSG00000156983.15,BRPF1,1.1733540726109608,NA,0.2406538466660012,0.00031259914155022585,NA,NA,NA,2,2,2
ENSG00000176978.13,DPP7,1.1733307992823352,NA,0.2406631758767841,0.07810496155066274,NA,NA,NA,2,2,2
ENSG00000063169.10,GLTSCR1,1.1730825901031496,NA,0.24076268740801254,0.00014109640838588344,NA,NA,NA,1,1,1
ENSG00000244482.10,LILRA6,1.1730661392211914,NA,0.24076928388690222,0.036748597389883786,NA,NA,NA,1,1,1
ENSG00000156097.12,GPR61,-1.1728659868240359,NA,0.24084955124329321,5.478681052662781e-05,NA,NA,NA,1,1,1
ENSG00000238005.2,RP11-443B7.1,-1.1725704669952393,NA,0.24096809836890176,0.012367614471243649,NA,NA,NA,1,1,1
ENSG00000174348.13,PODN,-1.172359450935615,NA,0.24105277213704934,0.01917263454562112,NA,NA,NA,2,2,2
ENSG00000217442.3,SYCE3,1.172302842125962,NA,0.24107549094463665,0.23274067559559028,NA,NA,NA,2,2,2
ENSG00000099957.16,P2RX6,-1.1721140146255493,NA,0.24115128396814034,0.01332604572947724,NA,NA,NA,1,1,1
ENSG00000121621.6,KIF18A,-1.1718373052411177,NA,0.2412623819994576,5.1952414340404306e-05,NA,NA,NA,2,2,2
ENSG00000170946.14,DNAJC24,-1.1718091964721677,NA,0.24127366960615815,0.0008977286927074418,NA,NA,NA,1,1,1
ENSG00000145779.7,TNFAIP8,1.1716396249901087,NA,0.2413417721223825,0.006415882463253173,NA,NA,NA,2,2,2
ENSG00000168243.10,GNG4,-1.1715848445892334,NA,0.24136377566601874,1.8937183477185988e-05,NA,NA,NA,1,1,1
ENSG00000173988.12,LRRC63,-1.1714375064032683,NA,0.24142296373356287,0.014090597200824763,NA,NA,NA,2,2,2
ENSG00000281189.1,GHET1,1.1714361906051634,NA,0.24142349235639082,1.2115805033141259e-11,NA,NA,NA,1,1,1
ENSG00000176125.4,UFSP1,-1.1707961559295654,NA,0.24168072334344903,0.035252004842541616,NA,NA,NA,1,1,1
ENSG00000187017.15,ESPN,1.1701118771004222,NA,0.2419559494131771,0.001848424094216713,NA,NA,NA,2,2,2
ENSG00000141527.16,CARD14,-1.1697498559951784,NA,0.24210164829592795,0.002377675630924883,NA,NA,NA,1,1,1
ENSG00000065802.11,ASB1,-1.1691851615905762,NA,0.24232903821138718,0.022039003048865358,NA,NA,NA,1,1,1
ENSG00000121644.18,DESI2,-1.1690651178359988,NA,0.24237739652478796,0.00016335537480298193,NA,NA,NA,1,1,1
ENSG00000186583.11,SPATC1,-1.1688609311104519,NA,0.2424596665039752,0.006507705626504235,NA,NA,NA,2,2,2
ENSG00000115687.13,PASK,1.168498791428818,NA,0.24260562646412587,0.06065328689359381,NA,NA,NA,2,2,2
ENSG00000115866.10,DARS,1.1684747074803552,NA,0.24261533566117066,0.007641059052536681,NA,NA,NA,2,2,2
ENSG00000114450.9,GNB4,-1.168304079408921,NA,0.2426841304451146,0.0003745080102833077,NA,NA,NA,2,2,2
ENSG00000173992.8,CCS,1.1678920984268188,NA,0.242850291788696,0.13073704824370824,NA,NA,NA,1,1,1
ENSG00000155760.2,FZD7,1.167681645976734,NA,0.2429352029285221,0.00284654374424883,NA,NA,NA,2,2,2
ENSG00000180776.15,ZDHHC20,1.1676803740613968,NA,0.2429357161709793,0.0518020392380394,NA,NA,NA,3,3,3
ENSG00000148481.13,MINDY3,-1.167674708238154,NA,0.24293800244958363,0.001914771760942234,NA,NA,NA,2,2,2
